#WhoIsQ #WheresTheServer #DumpNike #DECLASFISA Democrats Support antiwar Muslim brotherhood MS13, isis pedophilia Child trafficking Taxpayer Funded abortions Election fraud Sedition And Treason!!! #LockThemAllUp #WWG1WGA #QAnon user curl	OFF	actual_label	predicted_label
#ConstitutionDay is revered by conservatives hated by Progressives/Socialist/Democrats that want to change it	NOT	1	0
#FOXNews #NRA #MAGA #POTUS #TRUMP #2ndAmendment #RNC #USMC #veterans @USER @USER @USER @USER @USER #fakereporting #THESWAMP #dnc #liberals @USER @USER #fakeoutrage @USER first it reduces the ca curl	NOT	0	0
#Watching #Boomer getting the news that she is still up for parole always makes me smile #Wentworth Finale...@USER is such a treasure curl	NOT	1	0
#NoPasaran: Unity demo to oppose the far-right in #London i #antifa #Oct13 i Enough is enough curl	OFF	0	1
. . . What the fuck did he do this time	OFF	1	1
#RAP is a form of art Used to express yourself freely It does not go the green light or excuse the behavior of acting like an animal She is not in the streets of the be where violence is a way of living Elevate yourself boo and get on @USER level for longevity #QUEEN👑	NOT	0	0
@USER Do you get the feeling he is kissing @USER behind so he can humiliate him later	OFF	0	0
5 Tips to Enhance Audience Connection on Facebook curl @USER #socialmedia #smm curl	NOT	0	0
#BiggBossTamil banana won the task She is going to first final list👏👏👏👏	NOT	0	0
#Conservatives - the party of low taxation i #Tories #Tory curl	NOT	0	0
𝓒-𝓒𝓮𝓭𝓻𝓪𝓷.. The word cannot make a single move but he is fully aware of what is happening A chill comes down his spine as a ghostly rather . . calm female voice called for him from a corner of the room Before he even has time to attempt a response +	NOT	0	1
#ConsTOO THE PLACE FOR FED UP CONSERVATIVES !!!	NOT	0	0
#GreatAwakening #QAnon #PatriotsUnited #WWG1WGA #AreYouAwake WHEN YOU ARE AWAKE YOU SEE CLEARLY ❤️🧡💛💚 Check out this video curl curl	NOT	0	0
@USER night ware a hits at	OFF	1	0
#StopKavanaugh he is liar like the rest of the #GOP curl	OFF	1	0
#Dayspromo week of September with #days #dool A coma does things to a gal . said You are going to be ok hattie No thanks to you Get her out of here Before she finishes me off Hattie pretends to be marlene The look on Kayla face is priceless curl	NOT	1	0
#BiggBossTelugu2 let's all include @USER in all our tweets...he is the business head of Star man network..don’t know if he knows about biggboss team and host hurting audience emotions #BiggBossTelugu2	NOT	0	0
#Dallas#Policewoman kills neighbor in HIS own apartment WHAT went wrong See:Officer who shot man in his own apartment was involved in 2017 shooting of a suspect she is devastated,said a Dallas police officer adds she is so so sorry for his family curl	NOT	0	0
Always smack curl	NOT	1	0
#BREAKING: After a week-long trial a Linn County jury convicted Gregory Davis of First-Degree Murder in connection with the Carrie Davis homicide that took place almost a year ago curl curl	NOT	0	0
#Kavanaugh so a wild claim from 36 years ago of groping has evolved into A Rape A Violent Sexual Event by Move curl a sorts based orgy that supports bum anti etch unbelievable	NOT	0	0
#kznlt Enjouji really is the prototype of my character brand he is nothing but things that I love all rolled into one horrible package and fed directly into baby he's subconscious	NOT	1	0
#SilsilaBadallteRishtonKa tag is filled with appreciation of @USER only.... Never watched this serial but I always wanted appreciation for Aditi... She is underrated since starting of the show... She is worth of all this appreciation 👏👏👏	NOT	0	0
#Beto #BetoForSenate #BetoORourke #BetoforTX Willie Nelson laughs at conservatives who are upset with him curl	NOT	0	0
#HIAC Damn Matt Hardy and Randy orion put on one hell in a cell match Woooo!!! I hope he is okay	NOT	0	0
@USER School shootings aren't controversial Wanting gun control is	NOT	1	0
@USER @USER Put delano in a police lineup identifying the bag lady - she would be picked everytime! She has to be proof either Conn voters are incompetent to vote or she is part of a vast voter fraud conspiracy No one votes for a woman that gross	OFF	0	0
@USER coffee spit Spartacus moment He never saw the film...	NOT	0	0
@ ALL FAMILY/FRIENDS , do not tell me bad shit that your bf/gf did to you just to go right back to them!!!	OFF	0	0
#ChristineBlaseyFord is your #Kavanaugh accuser... #Liberals try this EVERY time... #ConfirmJudgeKavanaugh curl	OFF	0	0
@USER fellow Democrats don't want @USER 🦅🇺🇸 @USER to do well it's not about what's best for american It's purely politics - do hiking Democratic my Assemblyman curl	NOT	0	0
#osho #quotes via @USER Listen to your being It is continuously giving you hints It is a still small voice It does not shout at you that is true And if you are a little silent you will start feeling your way Be the person you are Never try curl curl	NOT	1	0
#YYC @USER looking hockey players of all ages/abilities for our Humboldt Tribute game Sunday 9/16. Arrive ppm dress participate in our opening ceremony Contact lindsay.clothier@USER if you are interested #WePlayForThem #HumboldtStrong #HockeyIsFamily #GoNucks	NOT	0	0
#Conservatives #Brexit putting #Britain last Sending a chill down the spine of the #UK.	NOT	0	0
#Gamers go follow @USER on #Twitter and #twitch He is playing with @USER on #BlackOps4 #Blackout Please help and support them both on Twitter and twitch Remember all #SupportForSupport and #SupportAllStreamers curl	NOT	1	1
#QuickTip: Find people already working in a company or within the industry that you are interested in We know a lot of people Send us your resume to infuser or message us RIGHT NOW curl curl	NOT	0	0
#LiberalLogic If #Liberals get their way..... curl	NOT	1	0
#ArianaAsesina? Is that serious Holy shit please your fucking assholes don't blame someone for the death of other one She is sad enough for today don't you see It isn't fault of none he had an overdose and died end Stop wanting someone to blame fuckers	OFF	1	0
@USER How is she hiding her ugly personality She is the worst	OFF	1	0
......bitch what curl	OFF	0	0
"#Georgetown Classmate Says #Left Accuser is Absolutely nuts curl judge Kavanaugh""@USER @USER @USER #ABC #CBS #Democrats #Liberals #women #MondayMotivation #MondayMorning #veterans #law #MAGA #GOP #CNN #MSNBC #NBC #Moms #BlackWomen #BET"""	NOT	0	0
@USER @USER @USER Are you referring to how they lollygag with gun control as their kids get slaughtered in schools	NOT	0	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER i'm shocked to learn human traffickers had guns Some probably illegal too CA needs more gun control But don't worry about the actual crime The pic of black guns is worse	OFF	0	0
#WELOVESEUNGCHEOL @USER I am happy and proud of the work you have done to train seventeen along with the other members I see you and you are wonderful and incredible I really love u i i curl	NOT	0	0
#Chequers is a violation of democracy i #StandUp4Brexit @USER @USER @USER The will of the people must be respected curl	NOT	0	0
#Sessions Tells #Chicago: if You Want More #Shootings, More #Death, Listen To #ACLU, #Antifa, #BlackLivesMatter” curl	NOT	1	0
#Conservatives @USER - You're a clown curl	OFF	0	0
voice in my head while I transfer money to my credit card bullshit that I bought and have to pay for	OFF	1	1
Levi Strauss has never been afraid to take an unpopular stand to support a greater good ' What about when they shut down all manufacturing in american That wasn't even a news story when it happened Maybe they're right it wasn't unpopular curl	NOT	1	0
@USER $500,000 for her wedding Clinton's always know what's best	NOT	0	0
#Kids Beating #Paraplegic #Trump #Boy! #Left Teach Their #Children Hate violence #schools #teachers #Democrats #Liberals #WalkAway #Moms #Mother #NEA #teachthemyoung #Christian #Catholic #Jews #Evangelicals #family #BlackWomen #BlackTwitter #Blacks #News #Media #Disabled #MAGA curl	OFF	0	0
0-9 : B-1, J-1, R-1, B-2, Q-2, B-3, BX-3, B-4, RB-4, Z-4, B-5, Q-5, B-6, H-6, B-7, H-7, UT-7, be (20:59:36)	NOT	0	0
#AskAlly I only say that I adore you and you are a great person please take care of yourself always	NOT	0	0
#DOJ employee resisters r looking up conservatives license plates home addresses legal details in LexisNexis give to Dem Socialists/Antifa-project Veritas.But don't worry no govt in history has ever made political opponent lists and oppressed them curl	NOT	0	1
#Kelly mcfarland Latest floor-crosser is telling truths the Liberals don't like hearing - curl curl	NOT	0	0
#GreatAwakening #QAnon #PatriotsUnited #WWG1WGA #AreYouAwake WHEN YOU ARE AWAKE YOU SEE CLEARLY ❤️🧡💛💚 Check out this video curl curl	NOT	0	0
#BoycottLevis Since the late 1990s, levies has used its name and resources to attack gun rights In 1999, the company gave $100,000 to gun control group pax followed by a $250,000 donation in 2000 and another $100,000 in 2001. curl	NOT	0	0
Are you fucking serious curl	NOT	0	0
gets all the bitches	OFF	1	0
@USER @USER @USER I got in a pretty deep debate with my friend and she told me that latinos for Trump and blacks for Trump were paid supporters i then I said you mean anti are paid domestic terrorist and she said No they are antifascist then I said they are the fascist are you kidding me	NOT	0	0
#Antifa: Take note of how to protest with civility This is why socialism aka communism will never win It is inherently evil and unsustainable curl	OFF	0	0
#gmm #roastmycat hi @USER this is fiona She is about 10 weeks old She falls asleep in weird places curl	NOT	0	1
@USER om is he for real ?!?!!??????) this happened in peru like 40 years ago and the Inti devaluated so fucking much that they had to completely change the coin system because our money was worthless i	OFF	0	0
#Conservatism101 It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly and they have no integrity Whatever gets them thru today is all that matters to them They're fundamentally dishonest people curl	OFF	1	0
#Halloween Sign If You Are Reading This #CreepingUp Behind You Wood Wall Decoration #tmtinsta #cwsigns curl via @USER	NOT	0	1
#huniachiweek No matter what you are going through today or in the past few days your situation is never permanent God is going to change your life for good Trust and Believe that He is able to please Read... curl	NOT	0	1
@USER My only point of contention is this He decided to keep this group which has top end talent and also decided to hire hot trash Mike mccoy walks hasn't even been able to get his defense to line up correctly He is in over his head	NOT	1	0
And yet everyone seems to lack it curl	NOT	1	0
#MAGA Expect more censorship curl	NOT	0	0
And apparently I'm committed to going to a new level since I used the key Well fuck Curiosity killed the catchy	OFF	0	0
#NE need to check out a dentist and find out if she is has a perfect work record What about a child care facility Now you can check online for all kinds of licensed professionals and it's free @ curl	NOT	0	0
@USER @USER @USER @USER Then why aren't there so many shootings in virginia Jacksonville shooter got his guns IN maryland Among the poster children for gun control What good did that do you're full of crap	OFF	0	0
#Amnesty_International: US is in violation of international human rights law by not passing stronger #gun_control curl via @USER curl	NOT	0	0
@USER Well she is Chuck schemer's cousin or niece or something so she is obviously part of the doc conspiracy against nixon Or part of the Deep state Or a Zionist plot Or big comedy's Or whatever the hell today's conspiracy theory is	NOT	0	0
#GodsPraiseroom God keeps you even in the storms that may rock your boat - Let's all submit to His will after all he is the only one who really knows the end from the beginning curl	NOT	0	0
#Spaldo is my guys He is my godson	NOT	0	1
#ANTIFA are bedfellows with The Democratic Socialists of America (DSA) who #JamesOKeefe has exposed as being inserted throughout government attempting to bring down #America #Trump #MAGA🇺🇸 #DeepState curl	OFF	0	0
#CNN ruthlessly continues #Fakenews onslot. Where's the honest analysis Right here curl #tcot #CNN #NRA #massshooting #CNNISFAKENEWS #Conservatives #FakeNewsMedia #FakeNews #PBA #FakeNewsCNN	NOT	1	0
#Brexit barometer labor fails to capitalist as Conservatives fail to please kantar nearly two thirds of the up believe the government is handling credit negotiations poorly curl	NOT	1	0
@USER anti has TS level influence It's scary	OFF	1	0
@USER I have three accounts Two quasi-anonymous, and one completely anon And if twitter ever bans one of the quasi-anon, I'll make two anon accounts and tweet the most insane shit I will drown twitter in bullshit If one of those is banned I'll make even more	OFF	1	0
#MAGA Alert : Joe Biden on #Trump supporters the Dregs Of society video curl via @USER	NOT	1	1
cere is now boy's #1 stock And he is the sole holder of the stock among hedge funds we track curl	NOT	0	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER City of chicago Democrat run with some of the strictest gun control in the national i What's your point #NotThatBright? curl	NOT	0	0
#Liberals are so pathetic INNOCENT UNTIL PROVEN GUILTY mean much #Democrats should look at their own party if they need a rapist to hang #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL i curl	OFF	1	0
#Trump may be many things but he is entertaining!!!! Thanks #twitter curl	NOT	1	0
$10 Million reallocated from feta to ice This guy gives zero shits about anyone not named trump If you're in the mid atlantic get out now curl	OFF	1	1
#FortniteBattleRoyale #XboxShare @USER Please ban this cheating scum he is literally invisible curl	OFF	0	0
#I once read about the man who invented bulbs he saw failure differently it was 5000 new way of doing it differently..Now he is a genius	NOT	0	0
#2AUnfettered Repeal all gun control laws If the government can use it then the people should be able to as well curl	NOT	1	0
i Good thing it was responsible US marines i'm pretty sure a group of anti members wouldn't be running that fast in that direction to help anyone let alone elder seniors Thank you @USER i We salute you @USER @USER @USER curl	NOT	1	0
#FordTheatre Right on cue a GoFundMe act has been set up for this person the new #Liberals mode of bribery and payoffs @USER Really should investigate these GoFundMe as a New outlet for slush funds #Comey, #McCabe, #Strzok	NOT	0	0
#Christian If Twitter and Facebook can silence conservatives Christians we are next Once censored the darkness takes over Help us grow in by living your faith aloud Where we go one we go all Prayer warriors please help us grow this movement curl	NOT	1	1
6ix9ine aus den speaker fuck define political correctness	NOT	0	0
#fall #fashion #trending #coats #colors curl We have What You are looking for #airdrie #calgary #lethbridge #toronto #vancouver #princegeorge curl	NOT	1	0
#republicans put walling budget..you are going to loose Pres.Trump followers He is why U R there so support him curl	NOT	0	0
#gmm #roastmycat hi @USER this is fiona She is about 10 weeks old She falls asleep in weird places curl	NOT	0	0
#SesameStreet #BertandErnie the conversation about this is so unattractive The creator says he didn't create a character gay and he is being attacked	OFF	0	0
#SerenaWilliams is so full of herself...she is just as painful to watch as to listen to...	OFF	0	0
#ColinKapernaeck has done nothing but sit on his ass and complain it's time black people and die hard white liberals who think they are down with the cause aka @USER to wake the heck up or stuff Colin is not a Civil Rights hero or martyr No where near it	OFF	1	1
#DanganronpaV3 ... here he is claiming to be the mastermind yet I still don't believe him I don't think he's the mastermind There is evidence that suggests he is but then there's evidence that suggests he's not...	NOT	1	0
#MonbebeSelcaDay she is beautiful curl	NOT	1	0
#LockHimUpNow #MAGA #QAnon @USER best President ever curl	NOT	0	0
@USER #GoodbyeNFL i It was great before your players became marxists i'll keep nixing any sports league that displays such support of the is oppression narrative #GoodbyeNIKE	NOT	0	0
#Liberals #Left #Democrats #Resist #Resistance #Antifa #BlueWave #BlueWave2018 It's i to #WalkAway i i i i #MAGA i i i curl	NOT	0	0
#EmailMarketing #sales I will teach you how to create your own exclusive online traffic economy so you are never short of leads and sales again curl curl	NOT	1	0
. JEFF sessions listen TO THE club antiwar BLACK LIVES matter IF YOU WANT MORE CHICAGO SHOOTINGS . curl	OFF	0	0
Amazon will ship live Christmas trees to your door i but will they stay and put on the damn lights curl	OFF	0	0
@USER How sweet congratulations Once he is house broken it will get better	NOT	0	0
@USER I BET she is a lot safer when she has sex now tho ? Or she wouldn't have just one but a few kids . Why cant moms get picked down too ?	OFF	0	0
#i2 This speaks for itself (NSFW) curl	NOT	0	0
#JameyComey has been so silent these last few weeks because he knows he's going to be indicted 13:35 #FBI #DOJ #Strzok #Page #TextMessages #QAnon #PatriotsFight ty user #MAGA curl	NOT	0	0
#SupernaturalTNT #TheManWhoWouldBeKing orgy @USER You are amazing @USER Crowley and was are always great together and I miss it	NOT	0	0
available for adoption Lincoln county no Roger #A001257 sex MALE/NEUTERED age 13 weeks old intake 08/28/18 curl	NOT	1	0
#Conservatives Govt ' @USER made my life hell's whistleblowers say they were threatened by regulator I thought this Govt promised to protect whistleblowers? curl	OFF	1	0
Apple live keynote #AppleEvents curl	NOT	1	0
@USER #Zuckerberg lies	NOT	0	1
#lilduval when you know u ain't going to work tomorrow #HappyFriday #SmileBitch #LivingMyBestLife❤ #HittemWithDaShoulders curl	NOT	0	0
